New two-year notes ended unchanged 	three-year and four-year notes were slightly lower.	2	while
Municipal bonds ended unchanged to as much as 1/2 point higher 	mortgage-backed securities were up about 1/8 point.	2	while
I intend to urge that UV-B be monitored whenever I can.	recognizing that professional environmentalists may feel threatened,	2	while
and why voters in, say, West Virginia got a federally funded university project and building 	voters in Arkansas did not.	2	while
We still had a system that was probably appropriate for $10 million to $20 million in sales.	the company's sales were soaring,	2	while
learned 	working for Citicorp,	3	while
The Japanese concern has a 40% stake,	the local partner has a 60% stake.	2	while
Thus, higher bidding narrows the investor's return 	lower bidding widens it.	2	while
The percentage rates are calculated on a 360-day year,	the coupon equivalent yield is based on a 365-day year.	2	while
The company's 7.90% sinking fund debentures were quoted at a bid price of 14 1/4 and an offered price of 30,	the 10 3/4% subordinated debentures of 1997 were being bid for at 28 and offered at around 34 3/4.	2	while
The benchmark 11 3/4% bond due 2003/2007 rose 10/32 to 111 14/32 to yield 10.14%,	the Treasury's 12% notes due 1995 rose 7/32 to 103 5/8 to yield 11.04%.	2	while
The 7% Treasury bond due October 1999 ended off 0.60 point to 99.35 to yield 7.09%,	the 6 3/4% notes due 1994 fell 0.35 point to 97.25 to yield 7.45%.	2	while
But,	the Soviets can't expect direct technology flow from Japan,	2	while
"she says the percentage of Americans who do ""real exercise to build the heart"" is only 10% to 20%."	she applauds the fact that more Americans are getting up from the television to stroll or garden,	2	while
and nearly broke my neck 	running upstairs to see who was there,	3	while
Father McKenna moves through the house 	praying in Latin, urging the demon to split.	3	while
The candidates have been crisscrossing this huge country of 145 million people,	holding rallies and televised debates in hope of being elected to what must be one of the world's most thankless political jobs: trying to drag Brazil out of its economic and social mess.	3	while
And 81% preferred a group practice or health maintenance organization,	just 11% favored solo practice.	2	while
It helps us, and them,	they're here,	3	while
Cleveland-based Sherwin-Williams produces paints and coatings,	the Los Angeles-based Whittaker coatings group produces industrial coatings.	2	while
but is protected from creditor lawsuits 	it tries to work out a plan to pay its debt.	3	while
Lights flickered on and off; plaster dropped from the ceiling, the walls still shook and an evacuation alarm blared outside.	The four lawyers climbed out from under a table.	3	while
The lawyers went to work anyway,	duly noting that the proceeding was taking place during a major earthquake.	3	while
For example,	the laws on individual labor activity allow a citizen to earn a living independent of the state,	2	while
that 	Mr. Gorbachev wishes to move away from some rigid central controls,	2	while
Bargain hunters helped stock prices break a weeklong losing streak 	bond prices and the dollar inched higher.	3	while
Japanese sales were flat for most of that time.	American PC sales have averaged roughly 25% annual growth since 1984 and West European sales a whopping 40%,	2	while
"Japanese ""salarymen"" usually share large, common tables and rely heavily on old-fashioned personal contact."	most American employees have their own private space,	2	while
only about 8,000 are written for NEC.	tens of thousands of software packages using the IBM standard are available in the U.S.	2	while
The normal term for the 1986 and 1987 model 323 is two years or 24,000 miles;	the term for the 1988 323 is three years or 50,000 miles.	2	while
The normal term for the 1986 and 1987 model 323 is two years or 24,000 miles; the term for the 1988 323 is three years or 50,000 miles.	the term on its warranty is already six years or 60,000 miles.	2	while
as LTV Steel continued operating 	under reorganization,	3	while
that LTV's financial status had improved 	it was under reorganization.	3	while
to continue discussions with the agency about a settlement 	the case is being reviewed.	3	while
Along with Nissan, Grand Metropolitan PLC's Burger King and New York Life Insurance have tied ads to Red Cross donations.	Other ads don't bother with the fundraising;	2	while
advertisers in the past couple of years have learned to turn on a dime, to crash out ads in days or even hours.	TV commercials typically take weeks to produce,	2	while
however, he won't be paying for it:	the campaign was Mr. Gibbons's idea,	2	while
Conservatives are the faction in U.S. politics which always said that Mr. Ortega and his friends don't want to hold an election in Nicaragua.	Liberals are the faction that says, Give peace a chance;	2	while
A Western Union spokesman,	"citing adverse developments in the market for high-yield ""junk"" bonds,"	2	while
that 	Michael will earn less than last year's $1.20 a share,	2	while
Quebecor still lags in the Quebec circulars market,	Mr. Peladeau's former employees are expanding across Canada.	2	while
that Mr. Guber and Mr. Peters could in theory run Columbia 	still fulfilling their contract to produce movies for Warner.	3	while
that the company provided inaccurate cost information to the Air Force 	negotiating contracts to replace the aluminum skins on the KC-135 tanker aircraft.	3	while
they said Allianz currently holds between 5% and 10% of Navigation Mixte, an apparent increase from the 5% stake that Navigation Mixte officials had earlier announced.	Allianz officials weren't willing to comment in any detail on their plans,	2	while
foreign exchange dealers said that any hopes that the pound would soon post significant gains have evaporated.	sterling bounced back from session lows in a bout of short-covering yesterday,	2	while
One U.S. trader, however, dismissed sterling doomsayers 	acknowledging there is little immediate upside potential for the U.K. unit.	3	while
Commercial Federal Savings will continue to market Visa and MasterCard programs 	"Monogram provides ""operational and marketing support"" and actually owns the accounts."	2	while
the White House wants to continue producing the weapons even after an international treaty calling for their destruction is signed.	the Kremlin has urged a ban on output of the poison gases,	2	while
which,	technically proficient,	2	while
Earnings at the department-store division,	income at the mail-order and tourism units is likely to fall slightly from 1988,	2	while
Nekoosa has lagged the market in the same period.	Georgia-Pacific's stock has outperformed the market in the past two years,	2	while
with returning Trans World Airlines Inc. to profitability 	he was its president from 1986 to 1988.	3	while
Mr. Lorenzo is known for keeping close tabs on Texas Air's operating units.	not officially an executive at Continental during Mr. Corr's tenure,	2	while
The Arabs had merely oil.	These farmers may have a grip on the world's very heart.	2	while
that 	"Nashua's performance this year has been ""atrocious,"	2	while
In 1987, Hong Kong's most prosperous year for a decade, 30,000 left, up 58% from the previous year.	Last year, 45,000 went.	2	while
hardly anyone doubts that it poses a threat.	"no one professes to know the exact cost of such a ""brain drain"" to the economy,"	2	while
And 	signs of an economic slowdown, softer corporate earnings and troubles with takeover financing all have contributed to the stock market's recent weakness,	2	while
who,	saying grace at the supper table,	3	while
to leave his wife at home tending to her bruises and cigarette burns,	he bullies Kate into a dance that consists of drooling on her while trying to break her ribs.	3	while
of drooling on her 	trying to break her ribs.	3	while
in which Kate stands naked by a lighted window,	"whispering to her hidden assailant, ""Look all you want."	3	while
Judge Abramson told a courtroom filled with nearly two dozen attorneys that he was concerned about the toll mounting legal bills will take on Mr. Hunt's shrinking estate and about the fact that, following voting by creditors, none of the reorganization plans appeared to be viable in their present form.	"admitting such a move would be ""devastating"" to most creditors,"	2	while
a company continues to operate under protection from creditors' lawsuits 	it works out a plan to pay its debts.	3	while
Minpeco has agreed to settle for an allowed claim of as much as $65.7 million.	claiming that penalties, legal fees and interest have driven the value of its claim to more than $250 million,	2	while
that Telerate's management expects the company's revenue to increase by 20% annually,	Dow Jones based its projections of Telerate's performance on a 12% revenue growth forecast.	2	while
Thus,	Akzo profited less than many rivals from the boom of recent years in petrochemicals and plastics,	2	while
Sir Alan is a dyed-in-the-wool monetarist, inclined to defend floating rates to the death.	no doubt agreeing with Mr. Lawson on everything else,	2	while
Mr. Phillips laid out several changes he hopes to make at the agency.	Surrounded by stacks of paper, two computers and photos of himself boating and flying,	3	while
And 	last week the agency hired a top Chiat/Day/Mojo executive, Bill Hamilton, to try to bolster its work,	2	while
Mr. Phillips would rather delegate,	Mr. Roman is a workaholic detailsman,	2	while
Mr. Klein will work with Mr. Kroll on some of the agency's joint venture activities and acquisitions 	the case is pending.	3	while
I learned 	covering the World Series these past few weeks 	3	while
when,	trailing 8-2,	3	while
that stopped a Giant rally 	the issue still was in doubt.	3	while
"Think I'll redo my image -- get this changed to a glove,"" quipped the big first baseman Saturday night,"	fingering the gold bat he wears on a neck chain.	3	while
Most of us grew up 	believing in the axioms `Haste makes waste' and `Don't cut corners, ' ideas that seem to run counter to the concept of managing speed,	3	while
Every morning, tractor-trailer trucks arrive at the Natick Ground Station from Boston's Logan Airport,	carrying the day's package load.	3	while
"Under current copyright laws, it is considered ""fair use"" to reproduce copyrighted material for one's personal use or for use by one's family or friends,"	copying for purposes of resale or profit is prohibited.	2	while
he learned that a large packet of Bally's shares was up for sale.	Sitting beside a banker at a luncheon in London,	3	while
he could hardly believe what he saw: a company with enormous real-estate holdings in major European cities and a market capitalization of 28 million Swiss francs;	Looking into Bally,	3	while
they aren't:	such changes might sound minor,	2	while
Mr. Straszheim meets confrontation that often occurs in inverse proportion to the size of the client.	Carrying the new message on the road,	3	while
Dennis O'Brien, the treasurer of Commonwealth Edison Co. in Chicago, adopts a polite approach,	waiting for an opportunity to ask about the forecast.	3	while
Mr. Straszheim replies that the new outlook, though still weak, doesn't justify calling a recession right now.	Swiveling in his chair,	3	while
In New York Stock Exchange composite trading Friday, Milton Roy shares leaped $2, to $18.375 each,	Crane sank $1.125, to $21.125 a share.	2	while
Mr. Lawson and his European-minded colleagues want the British pound formally tied to the West German mark.	Sir Alan considers this an ill-advised and costly policy.	2	while
that consumer spending propelled U.S. economic expansion in the third quarter 	on an inflation-adjusted basis -- business investment slowed, government spending declined, and exports were flat.	3	while
future restructuring would be a question of strategy.	a few assets are still being shopped -- including the sports and entertainment ticketing portion of the company's Ticketron unit 	2	while
But 	its stock is selling at about half Control Data's estimated breakup value,	2	while
simply ignoring our problems will result in their severity increasing and spreading throughout the state, the nation and the world.	there are no easy low-cost solutions,	2	while
flown 	carrying people,	3	while
Mr. Darman again said he would rather live with across-the-board spending cuts than accept a deficit-reduction bill like the one passed by the House, which would increase spending in future years.	Meeting with reporters Friday,	3	while
Sansui lacked the money to build new plants in Southeast Asia.	competitors moved production offshore in response to the sagging competitiveness of Japanese factories,	2	while
And 	Polly Peck isn't jettisoning the existent top-management structure of Sansui,	2	while
But,	makers suffer losses when program trading drags the market down,	2	while
"Senate Majority Leader Mitchell said on NBC-TV that Ortega had made ""a very unwise move."	lawmakers haven't raised the possibility of renewing military aid to the Contras following Ortega's weekend threat to end a truce,	2	while
The plane failed to reach Molokai's airport Saturday 	on a flight from the neighboring island of Maui.	3	while
I see we have about half the audience working for us,	The other half, we may have before long.	2	while
most makers of upscale cosmetics spend relatively little on national ads.	the two are among the world's biggest advertisers,	2	while
when such hare-brained schemes are scrapped before they get off the drawing boards,	risky but well-planned secret operations can be undertaken without fear that a panicky Congress will balk.	2	while
A mild slowdown probably would have run its course by early 1991,	the grueling downturn now expected could stretch into 1992.	2	while
that 	children's household tasks eased the mother's burden appreciably,	2	while
About one-third pay out of their own pockets,	the rest are covered throughout by Medicare, private insurers or the Veterans Administration.	2	while
And,	the mutinous Fed member hasn't gone public,	2	while
"that on weekends Mr. Newquist ""often gets value-added ideas "	flying his single-engine Cessna Centurion on the way to Nantucket.	3	while
"Mr. Cathcart says the new Kidder chief is ""going to be recognized shortly as one of the real leaders in the investment-banking business."	Smiling broadly when he talks about Mr. Carpenter,	3	while
Kellogg's current share is believed to be slightly under 40% 	General Mills' share is about 27%.	2	while
Import values are calculated on a cost, insurance and freight (c.i.f.) basis,	exports are accounted for on a free-on-board (f.o.b.) basis.	2	while
the company is prepared to defend its tax and acccounting practices if any charges are brought against it.	Southern Co. has been reluctant to discuss the grand jury investigations,	2	while
it will attempt to place the employees within the company, IBM or other companies in Memphis.	assisted by IBM,	3	while
A reading of less than 50% indicates an economy that is generally contracting 	a reading above 50% indicates an economy that's expanding.	2	while
they haven't been canceled.	some automotive programs have been delayed,	2	while
prices on India's 16 stock exchanges are holding up so far.	many investors are selling parts of their portfolios to buy the new issues,	2	while
that 	"the show is ""impressive,"	2	while
only two weeks after Compaq Computer Corp.,	believing it had a lead of three to six months on competitors,	3	while
Texas Instruments will be selling most of its machines to the industrial market and to value-added resellers and original-equipment manufacturers.	Compaq sells its machines to businesses through computer retailers,	2	while
Mr. Ortega's threat practically guarantees that the humanitarian aid will be continued.	few lawmakers anticipated that the humanitarian aid would be cut off next month,	2	while
Mr. Ortega's statement provides Contra supporters with the opportunity to press the administration on the issue.	renewing military aid had been considered out of the question, rejected by Congress and de-emphasized by the Bush administration,	2	while
because they undertook a record expansion program 	they were raising prices sharply.	3	while
But 	analysts say that municipal bonds still offer good value,	2	while
in which each company remains independent 	working together to market and sell their products.	2	while
Total Pentagon requests for installations in West Germany, Japan, South Korea, the United Kingdom and the Philippines, for example, are cut by almost two-thirds,	lawmakers added to the military budget for construction in all but a dozen states at home.	2	while
the FDA plans to examine Dr. Toseland's evidence and is considering its own study here.	there have been no reports of similar sudden unexplained deaths among diabetics in the U.S.	2	while
Mr. Scalfaro and others don't see the currency decisively sliding under support at 1.80 marks and 140 yen soon.	some analysts say the dollar eventually could test support at 1.75 marks and 135 yen,	2	while
it is in critical condition.	the pound has attempted to stabilize,	2	while
One roustabout,	hanging by his hands from a ladder,	3	while
traders now routinely check the futures markets in Chicago before they buy or sell stocks.	it was once expected that futures would mimic stock prices,	2	while
the commission voted, as expected, to formally object to the accord between Air France, the state-owned airline, and state-controlled domestic carrier Air Inter.	Meeting in Strasbourg Wednesday,	3	while
GM Chairman Roger Smith answered the legislators' questions about it over lunch Tuesday.	the visit was unrelated to Jaguar,	2	while
nor can the government easily back down on promised protection for a privatized company 	it proceeds with controversial plans to privatize most of Britain's water and electricity industries.	3	while
demand for the group's main product, rolling bearings, remained favorable in Europe,	Latin American markets continued their recovery after a weak start to the year,	3	while
public views toward the environment have significantly improved.	Utah is not yet a haven for environmentalism,	2	while
who are in such a blind hurry for something that may appear to benefit them in the immediate future,	not caring about the long-range implications.	2	while
they insist that Mr. Bush won't be extending the Nicaraguan leader any special courtesies.	they acknowledge the president will attend several meals and a working session also attended by Mr. Ortega,	2	while
the blueprint is attracting widespread attention here because of its comprehensiveness and presumed high-level authorship.	many solutions to the nation's economic troubles are being discussed,	2	while
and trailed 4-1 	going into the bottom of the ninth of the third and deciding game.	3	while
to cut costs in its newspaper division through layoffs and asset sales,	reaching joint venture and acquisition agreements in other areas.	3	while
The company had a tax credit of $1.4 million. In the year-earlier quarter, the tax credit was $3.3 million.	Sales rose 8% to $368.5 million from $340.7 million.	3	while
However, the company's petroleum services segment,	profitable,	2	while
he has few major political programs that he can call his own.	he is widely described as a man with deep convictions,	2	while
Mr. Dinkins's position papers have more consistently reflected anti-development sentiment.	his public statements have at times been confusing,	2	while
a tenant returns with several friends to collect furniture and clothing.	she works inside,	3	while
One of the friends sweeps broken dishes and shattered glass from a countertop and starts to pack what can be salvaged from the kitchen.	Others grab books, records, photo albums, sofas and chairs, working frantically in the fear that an aftershock will jolt the house again.	3	while
to rent 	their home is being built.	3	while
"And you didn't want me to buy earthquake insurance,"" says Mrs. Hammack,"	reaching across the table and gently tapping his hand.	3	while
"he says that his committee approves covert operations only when there's a ""consensus."	Writing in the Harvard International Review,	3	while
But 	International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products,	2	while
But 	the chip's speed in processing power is dazzling,	2	while
it is significant 	the joint venture affects only a small part of Bethlehem's operations,	2	while
after extending its offer four times 	waiting for a congressional tax ruling,	3	while
the LBO phenomenon,	it won't stop completely,	2	while
the plot and characters are not.	the theme is compelling,	2	while
"Of course, this kind of blatant congressional pork-barreling is called ""constituent service"" by Members,"	"the same kind of noncompetitive favoritism at HUD is labeled ""influence peddling."	2	while
it can hurt the economy 	a buildup of these stocks adds to GNP,	2	while
"he bought the company ""more for its technology than its customer."	the SDI anti-missile program recently awarded W.J. Schafer two contracts totaling $13.4 million,	2	while
Home Nutritional currently has 10 million shares outstanding.	It will have 11.8 million shares outstanding after the offering,	2	while
significant corporate tax avoidance continues,	the overall picture is very encouraging,	2	while
