because they < know > there are millions of suckers out there who 'll buy it in a heartbeat and profit handsomely FTW	who < roll > out hysterical theories know	0	because
because there < are > no suitable grounds for such a resolution	that countries on the board should < resist > the potential action are	0	because
If this debacle of a brief < represented > the president 's views	"represented , I 'd boycott too , "" Tobias < said > in an e - mail ."	1	if
As property owners and government entities < continue > to deal with Rita 's damage	< continue > , meteorologists < continue > to analyze its force and the weather phenomena surrounding it .	3	as
because the US and Britain did not < fulfill > their promises	but the example has been < destroyed > fulfill	0	because
Since the question naming likely leaders is < worded > differently from the regular ICM survey of voting intention	worded , direct comparisons can < be > misleading .	0	since
If we < had > 100 percent children of color and poor	had , we 'd still < get > the job done	1	if
if he < gets > in	that gets that the lines will n't < become > dangerously blurred	1	if
unless the ratings < were > lower than I wanted them to be for a time slot my commercial would air	However , I personally would not have < pulled > the ad 's were .	1	unless
if you < wish >	You can now < argue > yourself wish	1	if
because he < looked > around 25 - 27	I did n't < think > much looked .	0	because
as the plane < lurched > and tipped over	During the Sioux City crash , Lori Michaelson of Cincinnati < lost > her grip on her baby lurched .	3	as
If a voter < selected > a straight ticket	selected , and that party ’s candidate , his or her vote for that candidate would < count > .	1	if
if you < have > comprehension problems	and have I can not < help > you	1	if
If he had < done >	done that earlier , his name would not have < appeared > in what we may now describe as the Apocalyptic	1	if
if Obama < loses >	that loses the election growth will < double > the current snails pace its growing at	1	if
if you could < prove > it	where , prove , you could actually < get > people locked up for	1	if
if something < passes > by the tiniest fraction of a percent needed	passes then everyone and everything else can be < ignored >	1	if
because even though I < flashed > a pocketful of $ 100.00 bills in their faces	flashed , I < had > no insurance	2	even-though
because the United States and South Korea < lacked > trust under the outgoing South Korean administration	that he would < strengthen > relations with the United States lacked	0	because
if the Missouri is n't < controlled > in spring	that < 's > in danger controlled	1	if
as I < paid >	Actually one time , paid , the next guy was already < hanging > my bag out the window ahead ....	3	as
especially if you 're < going > to be doing walking or running as a regular means of exercise	"BTW , even people with healthy "" normal "" feet can < benefit > from a custom made pair of orthotics and a visit to Sports Orthopaedist -- going ."	1	if
as things are < boiling > over	boiling they are just < thinking > about taking a ship over there going through the Suez	3	as
since you < 're > so keen on telling everybody to go to college and constantly informing us of your immense understanding of Econ 101	that 're , you should < know > better than anybody the basis you were asking for	0	since
If I < were > to summarize this course	were , it would < be > : the greatest discoveries in physics all had their own necessity and theoretical basis .	1	if
unless the Japanese < surrendered >	that surrendered , we would < lose > as many as a half a million to a million of our fighting men to finally defeat the Japanese Empire	1	unless
if Australia < was > part of the interdiction of North Korean vessels	that Australia would be < attacked > was	1	if
if you < smoke > a stick	smoke , you are < puffing > away one month 's salary for an ordinary worker	1	if
as you < begin > to feel better	and hopefully it will < pass > begin	3	as
If she ca nt < communicate >	communicate then her familywould < be > free to do what they wanted with her without getting found out .	1	if
because he was not < entitled > to an attorney in the first place	who < erred > entitled	0	because
only if China < guarantees > to use it only for peaceful purposes	that Germany will < export > a plutonium facility to China guarantees	1	only-if
as they < did >	and the attitudes of the council did this < was > astonishing	3	as
If we < want > to stamp out lust	want we can < start > with Congress .	1	if
because he < hates > fags , and demonstrates that hatred by killing US soldiers who defend fags , is extremely hateful , and demonstratively offensive , but I doubt it meets the legal definition of slander	that God < killed > Mathew Snyder hates	0	because
if you < ask > me	This < is > a misuse of the reserves ask .	1	if
If two people < are > happy together	are , why can n't they get < married > ?	1	if
if they did n't < have > to pay them a certain wage	what some employers would < do > to workers have	1	if
if I < had > nothing to do with slavery	for me to < call > a black man a nigger had	1	if
Though it is < weakened > by the US weapons market	weakened , however , the Russian weapons market still < occupies > the major portion .	2	though
if he should < catch > you	The Priest will < slay > you in sacrifice , catch	1	if
because I < want > to see individuals once again free enough from government oppresion that they can choose to come together in collective effort	I strongly < support > libertarian political actions want .	0	because
if something < went > wrong	went , they could < end > up in prison , or even endanger their lives	1	if
if Canada < were > to follow the U.S. lead in the OAS	"that Latin American countries would < be > "" profoundly disappointed "" were"	1	if
if they < do > it simultaneously	do , morality < be > damned	1	if
if they < get > it	the GOP would < be > any different get	1	if
If you are not < having > sex , but choose to instead DEDICATE your time instead towards maintaining a 4.0 GPA average	having , you do n't < need > contraception do you ?	1	if
while we ' < re > at it	And re , I < want > to pardon Ms. Hilton for her first CD .	3	while
If that < ’s > the case	’s , apparently regulators < disagreed > .	1	if
because he < believed > he was saving unborn children	that he should be < spared > a murder conviction believed	0	because
if a school < falls > out of racial balance -- race	that < takes > into account family income , siblings , proximity , and -- as a last resort falls	1	if
as Nicaragua < is > under special international scrutiny in anticipation of its planned February elections	Not only did Mr. Ortega 's comments come in the midst of what was intended as a showcase for the region , it < came > is .	3	as
Since many of the threads < cover > the same or similar ground	cover , we 've < decided > to keep only this thread for general Global Warming discussions , which will be moderated .	0	since
if obama < kept > his promise	kept , this would < be > moot .	1	if
if it < saved > even just one American life	but saved , I 'd have < dropped > the A - Bomb myself	1	if
because you < catch > something because you put is some place you should not have	If your Dick < falls > off catch	0	because
while he < awaiting > trial in a Russian jail	that the cancer may have < come > back awaiting	3	while
that the official North Korean position if Australia < becomes > part of American manipulation against North Korea	Kim Myong - Chol < stated > is , becomes	1	if
since they < enjoyed > citizenship nowhere else	but enjoyed , they were < condemned > to statelessness	0	since
if you < accept > the theory of the existence of God , which must be taken by faith	Frank , your theory < works > only accept .	1	if
because you were < competing > against 40 other guys who were just as qualifed	where you could n't < get > a job you totally qualified for competing	0	because
although they did not < delve > further into what that might be	that there might < be > a standard for determining what constitute the arms of the militia , delve	2	although
because England and Scotland < had > their own F.A.s before FIFA was formed	Indeed , we only < have > ' home nation ' teams had .	0	because
because the springtime sun is < shining > on it	"The polar cap is < receding > shining . """	0	because
once they 've been < transferred > to video	what to < do > with the old films transferred	3	once
that once either of them < begin > to earn a full time wage outside of college or apprenticeship that they will be expected to contribute to the house if they continue to live there	I would also < make > clear begin !	3	once
if the proposal can < pass > and become law	pass , the poor undoubtedly have < found > in the rich class , well - educated class , and the bureaucratic class an obedient son to provide for them up until they die .	1	if
If they are not < entertained > well with nice things to eat and drink	entertained , after they 've gone , will officials in the lower - level work unit still < have > a future ?	1	if
if they < stop > al Qaeda	but stop and these other groups are n't going to say well that < was > very nice of America	1	if
"If they even < think > of calling it "" The Golden Compass 2 """	think , I will < go > into Genocide Mode .	1	even-if
if he < goes > to Pyongyang as is now being discussed	From what Britain has done , goes , , Secretary Albright is < going > to go , the number two man in North Korea was in Washington last week .	1	if
if a couple is Civilly < Married > for a prescribed number of years and one or both have been working adults and paid into Social Security , then upon retirement age	Under the law , Married if one of the spouses had died then the surviving spouse can < draw > Social Security based on the deceased spouses contribution if it is higher than their own in recognition of the family support entailed in Civil Marriage .	1	if
if we < oppose > government forcing insurance companies to pay for contraceptives	Seriously , oppose then we < 're > against insurance companies paying for contraceptives ?	1	if
If everything were < put > in the market , such that all the land was sold to syndicates or farm owners	put , then where should the government < set > up tents ?	1	if
as Beck < let > some of his Mormonism into the rally	a great part of the audience < did > a double take let	3	as
as i < type > this	and their being < murdered > type .	3	as
If the individual < said > it did not happen	said , the the 2002 incident should no longer < be > in the indictment .	1	if
because Congress has n't < lifted > the ceiling on government debt	The federal government < suspended > sales of U.S. savings bonds lifted .	0	because
If people < need > help	need charity and local gov'ts < are > n't enough and just tax everyone else to pay for it	1	if
If war really < comes >	comes , I would < like > to be Hua Mulan , to protect our home and defend our homeland , to spread the prestige of our China , to pledge to fight to the death defending our national dignity .	1	if
Since you can < mention > more than one	mention , they obviously do n't < have > a monopoly .	0	since
as newspapers < reported > that the French - made fighter Rafale had scored the highest marks of any of the 4 contenders in field tests performed by South Korean Air Force evaluators	Ruling and opposition lawmakers < criticized > the Ministry reported .	3	as
if you < have > other finance with the same provider like a mortgage	but even with an unsecured loan have they can < choose > to come after your house / assets if you default on the loan	1	if
because then sky news or bbc < play > constant replays of the incidents ' Did the officers use extreme force here '	but as the news stalk the police , they can n't < do > much play	0	because
If Japan < rises > to the occasion	rises Japan will never be < beaten > even in terms of military power .	1	if
if the North Korean government < continued > to pursue a nuclear agenda	that the North Korean nuclear reactor project may not be < completed > continued	1	if
If you < release > a legal genie from the bottle	release , though , you < lose > control of what the genie does .	1	if
because he < knows >	knows that as long as there is free speech online , people will < be > critical of him	0	because
because the offended party < went > out of his way to find it	and the intent to harm is simply < imputed > went	0	because
If you < are > of the upper class in England	< are > there < are > doors open to you that no amount of money will buy entry into .	1	if
unless the French < change > their minds	the issue < is > moot change	1	unless
because weve < moved > to other tricks in ore beneficiation	I ve < lost > track of the tech moved , so I have to admit I m rusty on latest adsorption technology	0	because
as he < brought > a count of the dead to the provincial capital Banda Aceh aboard an American Seahawk helicopter	a regional councilor < said > brought .	3	as
If W&B < had > an idea that the official story was untrue	< had > then they < had > a theory about the conspiracy that eventually proved true .	1	if
as I < write > this	and I 'm literally < crying > write .	3	as
If you do n't < know > what you are talking about	know you should n't be < doling > out incorrect information in an online medical forum .	1	if
If he really < loves > his son	loves , he 'll < see > him regardless , but this is just a typical control method that people like him use .	1	if
if AI < continues > to improve	even more advanced jobs could be < taken > over by robots continues , and of course if robots become capable of learning on their own then humans are no longerneeded at all .	1	if
as the Second Intifada < began >	However , began , Barghouti < became > increasingly popular as a leader of the Fatah Tanzim militia .	3	as
because the earliest I can remember < is > around the time I was in Kindergarten	I may < have > a terrible memory is	0	because
because he < had > to tell one of our customers , who just lost her husband in February , that she did n't have any coverage	I < had > one adjuster call me yesterday , at the point of tears < had > .	0	because
as Voters < Start > Remembering Who He Is	Gingrich < Plummets > in Polls Start	3	as
If we < are > unfortunate enough to be unable to avoid becoming a disaster victim	are , we can at least < preserve > the nobility and dignity of humanity and not turn into rabble .	1	if
if anyone < earns > x dollars	but earns , they are < paying > a certain percentage	1	if
If Ma Ying - jeou does not < want > to oversleep after going back to bed in the morning	want , he must truly < face > what the people of both sides of the Strait have been hoping for for a century !	1	if
especially if they < lose > their job	and no one can < afford > health insurance on their own , lose	1	if
if this rally < proves > anything of the left	proves it < is > their hatred of freedom .	1	if
if there < was > any way I could work in lieu of finding it	and I 'd < asked > was	1	if
If these forces < are > so powerful	are why have Labour now < won > 3 elections in a row ?	1	if
although the mortality rate in Rwandan refugee camps has < stabilized > following a ruthless cholera epidemic	Relief officials in Goma < said > stabilized , there were fears of an outbreak of malaria and pneumonia with the rainy season now beginning .	2	although
because we have < created > the situation	but if it < is > , it < is > created because there was absolutely no evidence in 2002 - 2003 that Iraq was or ever had been a staging area for terrorist attacks on the United States	0	because
If he < wants > to end the marriage and be with me	wants , then that < 's > his decision	1	if
even though you < do > exactly what the OP says	Well unlike the ignorant azzhole with the Detroit Lions avatar , you at least < make > some points - do - which is ignore all the points that the 2 nd Phase of OWS is forwarding .	2	even-though
Because if you were < born > in a working class family	born I < guarantee > your sights will be set lower than Oxbridge if you intend to go to university at all .	1	if
if he < refuses > to recant his Christian faith	that his life < is > in great peril refuses	1	if
if a crime is < committed >	A bunch of foreign looking folk all in one place only < gets > coverage committed .	1	if
although the US and the World Bank < are > currently not completely satisfied with Palestinian accounting work	that are , they have still < agreed > to pay a portion of the funds as soon as possible	2	although
if it < is > true	but it kind of < defeats > your point is !	1	if
If your kidneys do n't < work >	work , you < die > .	1	if
because he < was > black	Zimmerman < shot > Martin was	0	because
because I < am > white	the attack < was > racially motivated am	0	because
If Obama < has > good motives for reneging on his promises and defending the indefensible	has , then he should < come > forward and explain .	1	if
if there < is > something similar to this thread	I < apologise > in advance is , but this is a topic that has interested me recently and would just like to hear your views on the matter .	1	if
while me and my friends < get > rich off your efforts	"I 'll < cheer > you on , get . """	3	while
even though MSN < had > that function	and had , others < needed > to sign on to MSN before they could reply	2	even-though
Is because he < wants > to get ahead greedy ?	who < works > hard wants	0	because
because it does n't < have > nearly as much selection	I actually < prefer > the Redbox have .	0	because
since it will < show > that his old notes	which Setanta dare not < address > show	0	since
If I < get > any positive repsonse	get , I will < PM > you ...	1	if
because the Government < refuses > to pay for it anymore	refuses , no cost < share > nothing , I either have to not take it or pay for it out of pocket	0	because
if we can < avoid > separating	costs < are > lower avoid	1	if
if they < do >	because activist organizations < give > them a free tote bag do	1	if
if it was < bought > less than 6 months ago	that almost no bank or building society will < give > a mortgage on a property after it has been bought , bought	1	if
as they < pushed > into Iraq , with two U.S. Marines killed in combat and another eight British and four American Marines dying in a helicopter crash that appeared to be accidental	The United States and Britain < suffered > their first casualties Thursday and Friday pushed .	3	as
since the collapse of the Soviet Union < happened > on his watch	that he had < won > the cold war happened	0	since
if you < have > a dick you pay more in taxes too	So that < means > have .	1	if
If Obama never < pushed > Obaminationcare	pushed , then Romney would be < running > away with the nomination !	1	if
if it < has > the membership requirements	has then it < gets > money	1	if
because we have < created > a terrorist staging area , in your terms	Following your line of thinking , we < are > now less safe than we were in 2002 , created .	0	because
since they < controlled > BOTH HOUSES of Congress for the first 2 years	and they damn well could have < done > controlled	0	since
while we < do > this	So , do , we should , nevertheless , < keep > that in mind all along .	3	while
if it < continues > this growth	that continues it would < become > the world 's most powerful country , both economically and militarily even I can see that	1	if
because a rumor on the Internet < alleged > he had donated one million U.S. dollars for disaster relief of Hurricane Katrina in 2005	after he < announced > his donation of RMB two million yuan alleged	0	because
as the exodus < got > underway	Bumper - to - bumper traffic < choked > the road from Galveston to Houston got .	3	as
because nobody < says > I can n't	I 'm < writing > my part says .	0	because
as it < refueled > in the Yemeni port of Aden	An explosion < struck > the Cole , refueled .	3	as
because the Pakistani Government generally < supports > the freedom of the press	if the banned religious extremist groups ' publications are suddenly < removed > from the newsstands supports	0	because
If you < hear > of a man getting brutally murdered and robbed in a dark alleyway	hear you will n't < be > busy blaming his lack of rational thinking and saying he should have taken a taxi because men are more able to protect themselves in physical situations .	1	if
"because they did n't < want > to "" worry "" or "" bother "" me"	when someone < withholds > information from me want	0	because
because one of our careers < needed > to go on the back burner	when we < had > kids needed	0	because
"If your answer < is > "" Yes """	is , you may < be > on the verge of understanding the past hostility of the Middle East to the West .	1	if
once the investments < are > under way	the commitments are < upheld > are	3	once
As the days < go > by	go , the South African government will be ever more hard < pressed > to justify the continued imprisonment of Mr. Mandela as well as the continued banning of the ANC and enforcement of the state of emergency .	3	as
if they < exist > in samples from Iraq	that the UN 's nuclear agency could < detect > even infinitesimal amounts of radiation from weapons programs exist	1	if
If the Supreme court < decided >	decided a law < was > constitutional	1	if
because the left is now < trying > everything to connect contraception with the notion that it 's somehow a HEA LTH issue	yet they really do n't < want > government out of the bedroom trying	0	because
if the battle for Baghdad < goes > wrong	that there < were > insufficient forces in the Gulf region goes	1	if
If you < left > early	left , then they now < want > all their fees .	1	if
If you < gave > him an enema	"gave you could < bury > him in a matchbox . """	1	if
because apparently that < 's > too similar to the private sector , cutting sickness benefits , amongst a host of other things	They 're < arguing > against cutting legal aid , getting rid of final salary pensions 's .	0	because
If conservatives really < want > ‘ Big Government ’ out of the bedroom and an age of ‘ personal responsibility ’ to dawn	want , then they < need > to cease their efforts to violate a woman ’s right to privacy with regard to abortion and access to contraceptives .	1	if
if you < cared > to bone up on political ideology per se ,	I would < say > cared as opposed to just issue by issue positions , you would probably end up being more conservative than not .	1	if
though surely it < affects > the lives of all involved	affects , it < 's > the parents fault for subjecting them to child abuse	2	though
"if anyone < IS > interested in doing more than "" protesting"	"BTW IS , "" Boulder County will < pay > for your $ 4000 , 3 week , truck driving class ."	1	if
because there < was > only 4 of them against the 12 people pulling these shenanigans	but they < had > no power was	0	because
If you never < have > a claim	have , you < pay > for everyone else 's !	1	if
while she / he < gave > testimony if the offender was also a minor , it was a big deal to be allowed in to be a support person for the victim , because I would hear the name of the offender	that , on the few occasions I have < accompanied > a minor who was raped or sexually abused to court , gave	3	while
If both news would < be > true	be , this would < make > the dark horizon look a little less dark indeed .	1	if
if things < go > as I feel they will	And go , the global South will < start > to dominate the North , whilst the US will lose a lot of what it currently has , I have a feeling that the rise of more superpowers and India 's heavy population in Mauritius will mean that it is unlikely that the US will be able to maintain a military base so close to Mauritius .	1	if
if he < does > this to come back with	Another part of me is < thinking > does	1	if
if there < are > profits to be made	you get < elected > are	1	if
"because it < rhymes > with "" sleep """	that it was < chosen > rhymes	0	because
because as temperatures < change >	the rates of evaporation of these oxygen atoms < differ > change	0	because
although it < rained >	The game < continued > rained .	2	although
if you do n't ' < buy > ' it	buy , then YOUR assertion < is > invalid .	1	if
If instead you < reduce > the levels paid by the upper income levels	reduce , those additional dollars will likely not be immediately < spent > , but invested in some productive endeavor .	1	if
if you < know > to ask for it	And in Wisconsin , you can < get > a free photo ID from the Department of Motor Vehicles -- know .	1	if
because you < know > as well as I do that that is bullshit	that it will be fully < funded > by those who are insured , know	0	because
if we < elected > them	elected they would < provide > proof Bush lied and that he broke laws	1	if
If we < imprisoned > every young woman who did crazy things	"imprisoned , Laura and I would be < posting > bail for Jenna and Barbara every other weekend . """	1	if
so if we < look > overly paranoid about some popular book or movie	look - it will < confirm > their suspicions	1	if
while he < skinny > dips	and Congress < holds > his trousers skinny	3	while
if you < think > people are as racist , sexist , hateful , misogynistic and bigoted as that dirtbag is	Your scenario only < works > think .	1	if
if it < is > your first offense	In most juristictions is you can usually < get > anything below attempted murder or rape plead down to a lesser charge .	1	if
because there < is > a lot more at stake .	like this thinking about the future early on < is > a must in my opinion < is >	0	because
although I < think > he suffered from other problems and scapegoated others for those problems	That < 's > pretty close to the truth think .	2	although
if it < became > absent	to it < 's > effect on society became	1	if
if Japan < rises > to the occasion	that rises then Japan will never be < beaten > even in terms of military power	1	if
because I did n't < want > to compound the injury	I < checked > with my doctor first , want .	0	because
