as the communist state < ditched > its last legal obligation to keep itself free of nuclear weapons	North Korea 's military may have fired a laser at a U.S. helicopter in March , a U.S. official < said > Tuesday , ditched .	3	as
they would politically < committed > to oppose anything and everything	and the only reason Republicans opposed it < is > committed	0	because
as the first large coalition ground force in northern Iraq < began > opening another front against Saddam Hussein 's regime	Kurdish militiamen and U.S. special operations troops < linked > up with more than 1,000 U.S. Army paratroopers Thursday to secure the area around a strategic air strip , began .	3	as
Obama does not < get > re - elected	he gets < elected > get	1	if
as they < unload > their inventory	You can < get > some great deals on movies / tv shows unload .	3	as
permits < were > available	were , why did n’t Stewart just < bite > the bullet	1	if
you < 're > so keen on telling everybody to go to college and constantly informing us of your immense understanding of Econ 101	that 're , you should < know > better than anybody the basis you were asking for	0	since
you < wish > to look at the comparative risks if we do not confront terrorist organizations in their staging areas	Also , wish , how many people could < die > as a result of weapons of mass destruction at some point in the not too distant future ?	1	if
the local state school < stinks >	I < send > my kid to private school stinks .	0	because
he was not < sentenced > to death	Jacobs ' co - defendant was also < convicted > , sentenced .	2	though
you had < attended > a rally for George W Bush back in 2000	To put it another way , attended , would you dare < tell > anyone now that you were there back then ?	1	if
a company can < hire > unskilled labor for $ 0.12 / hr	< hire > , it can < hire > 8 for $ 1.00 / hr , sell their stuff at a low price to the guy that demanded $ 7.75 / hr to do the same task .	1	if
Republicans did n't < pass > his Bill Murder and Rapes	in which he < said > pass would go up	1	if
you < gave > him an enema	"gave you could < bury > him in a matchbox . """	1	if
you < want > to get philosophical	want , I will < tell > you what I believe to be the most detrimental effect of any recreational drug .	1	if
as it < continued > on a northeast track	It < dropped > back to an F4 continued	3	as
once these religious types < realised > their own identity	that realised they < felt > the need to start killing people and engaing in sectarian violence	3	once
the broker did not also < advise > her of this	I would also < be > amazed advise .	1	if
the most recent IAEA report < stated > that the Agency had made important progress in a 4 - year examination of Iran 's nuclear program	Iran < demands > the closing of the nuclear case stated .	0	because
as i < type > this	and their being < murdered > type .	3	as
the prosecution < had > no jurisdiction to charge lawyers in a case already in the courts	the case < was > not valid had	0	because
a girl is < raped >	raped , it < is > not her fault even if she did n't take the adequate measures to mitigate risk , because that risk would have been there irrespective of how careful she may have been .	1	if
your partner < dies >	when , dies , you < have > no protection from their family taking everything	1	if
"I actually < have > one """	Yeah I < do > have ...	0	because
you < meant > something different	meant , BP < went > back into profit only a few months after the Gulf of Mexico spill .	1	unless
he was < renting >	renting he could have < relocated > and avoided the whole thing .	1	if
the electronic machines are being < watched > more closely now	The republicans cant < cheat > that much anymore watched .	0	because
the mortality rate in Rwandan refugee camps has < stabilized > following a ruthless cholera epidemic	Relief officials in Goma < said > stabilized , there were fears of an outbreak of malaria and pneumonia with the rainy season now beginning .	2	although
they < did > to us what we have done to them	did , there 'd < be > more mushroom clouds than oil derecks in the Middle East	1	if
he < added > that the agreement requires that the Contras not initiate any military action	that congressional Democrats < intend > to honor the March agreement to give non - lethal support to the Contras through the February elections , added	2	although
you < create > one single minimum standard that has met	create , you < provide > uniformity across the industry .	1	if
he always < credited > the 22 million jobs created during his presidency to the deficit - reduction package	"credited he narrowly < passed > early in his tenure without a single GOP vote . """	0	since
they < surrendered >	that authorities would < grant > them amnesty and a special living area surrendered	1	if
they < have > a sentimental attachment to tigers	some people < value > bio - diversity have	0	because
couples traditionally < favor > males	As a result , only about 100 girls are < born > for every 119 boys , favor .	0	because
you < matched > it to your chest	matched would n't your neck < look > weird though ?	1	if
"you < want > to start "" Occupy the White House Elites who perform Financial Fellatio on a daily basis with Rich Donors """	Now want , I could < get > behind that .	1	if
I < try > to leave a couple at home	then try my crazy history teacher < has > a go	1	if
you can < ban > something	< ban > somebody else does based on your faith , everybody else can < ban > things you do based on their faith .	1	if
the Kiwis are < knocked > out	knocked , it will < be > a disappointment not a disaster .	1	if
they < do >	and do why < is > it not more widely avaialble .... { and breath	1	if
they < use > USA apples	you will only < buy > their products use	1	if
you 're < passing > by your child 's school	So until then - passing , you might < want > to pop your head around the classroom door .	1	if
it were < brought > to Congress for ratification	the Rome 's statuette would < be > dead on arrival brought	1	if
this is < accepted > as the norm	accepted , what will < follow > ?	1	if
they do < have > some witnesses against the police officers	and have there < are > a lot more that still < are > not talking	2	even-though
he is not < going > to take a pay cut	about when my favorite doctor < quits > going	0	because
i < know > a few of them myself	they do not < exist > know	0	because
the Justice Department has now < cleared > the machines , and ordered another part back to court to decide a fight over attorney fees	The high court < declared > the case against the machines moot cleared .	0	since
someone < smacked > that lady	I would have < been > happy smacked .	1	if
she was < pontificating > as a representative of an advocacy group	But pontificating , I < think > it 's fair to read her a bit more literally .	0	since
the legislature really < wants > to adopt this proposal on the premise of the get - rich - first class leading the get - rich - later class to become rich by giving them one - on - one guidance and assistance so as to improve our population quality and narrow our wealth gap	wants , it must < ensure > fairness in such exchange of interests and during the transfer .	1	if
as they < withdrew > after a pro - independence referendum	but only after Indonesian forces < laid > waste to it withdrew	3	as
the Constitution < permits > communities to enact most laws they believe to be desirable	permits , it < requires > that there be at least a legitimate reason for the passage of a law that treats different classes of people differently	2	although
as we < know > it as people will realise that it is doomed to fail	This will hopefully < herald > the end of socialism know .	3	as
surely it < affects > the lives of all involved	affects , it < 's > the parents fault for subjecting them to child abuse	2	though
it < is > only through engagement that we can realise the vision everyone wants to see	"that he "" would obviously < call > on all sides to do what they can to break the cycle of violence , is"	0	because
as illness < loomed > over a vast number of people	the United Nations < said > in a statement , loomed	3	as
they may < end > up sharing responsibility for the children of many family members	So Mosuo men still < have > full parenting responsibilities ... perhaps even moreso , end .	0	since
we < have > to	The ones who suggest that the US is so strong , we can < go > it alone have	1	if
they must < be > under enormous pressure	The huge interconnected lakes about two miles below antarctic ice can n't be < touched > be .	0	because
you < want > to immigrate here	want it < is > very tough	1	if
the material is highly < enriched >	5000 centrifuges can < produce > sufficient nuclear material for a power plant or an atomic bomb enriched .	1	if
Karzai has < said > drug production is 1 of the most important issues for Afghanistan to tackle	The fact that President Hamid Karzai has not appointed a counternarcotics minister to replace the minister who resigned in July 2008 < indicates > the priority given to drug production said .	2	even-though
as they would < receive > when going to the US	Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will < receive > the same treatment < receive > .	3	as
greedy unions and other lazy far left communist organisations have < pushed > our wages so high that we 're uncompetitive globally	We < 're > almost completely bankrupt as a country pushed .	0	because
I could < get > the child out of there without touching the perp in any way	get , I 'd certainly rather < do > that .	1	if
it < reduces > its entertainment value	which < speaks > for Watson reduces	2	though
you < get > hungry	There < is > food in the fridge get .	1	in-case
I can n't < figure > it out	figure , I do n't < buy > it	1	if
I will n't < see > my husband much	It 's < going > to be hard see ....	0	because
Because we < do >	do , I god damn < bet > you a thousand dollars that you 'll pull a 180 and start crying how we are wasting money on a partisan investigation .	1	if
it < is > true	is , I 'd < prefer > not to have any part in it , but if it 's not true , it would be great to know .	1	if
about while they were < fighting > the war	which the german soldiers likely did n't even < know > fighting	3	while
while it was < taking > part in a raid on a house where insurgents were gathered in the province of Wardak late Friday	they < downed > the helicopter with rocket fire taking	3	while
while you < do >	Maybe you just < enjoy > it do , and if you find it painful afterwards ... bad luck , if not ...	3	while
because we the people being the govenment < decide > that oil needs to break even and the government does n't need to make a profit	by nationalizing , the prices would absolutely < go > , down decide then the price will definitally < go > down .	1	if
there < are > extremely rapid deployments of renewable energy technologies	the current global order can not be < survive > , are	1	unless
as he and his family < ran > from the waves	Then , ran , the water < came > up to his waist .	3	as
everything were < put > in the market , such that all the land was sold to syndicates or farm owners	put , then where should the government < set > up tents ?	1	if
no one was < watching > the show	If they < pulled > the ads watching	0	because
this < is > correct	is , my thesis on the election of 2008 < holds > up .	1	if
it < came > to his desk	that came , he would < veto > a bill on gay 's getting married	1	if
it < continued > health care for those who are unemployed	that the program did not < suck > continued	0	because
the islanders < say > they want to be argentinian , or independent	and say , then the islands would < cease > to be british	1	if
the private sector < fails >	< fails > , it < fails > because of what the private sector does to themselves , and I can assure you , they will NOT GO BELLY UP , WITHOUT A FIGHT .....	1	if
As the weather < cools > here	cools , I 'm < looking > forwards to walking the trails , and would like to be able to properly use my body during all activities .	3	as
he did not < get > the economy going	he should be < held > accountable get	1	if
they could < figure > out a way	But I < 'm > sure figure they would try to tax what we put in our mouths when we put it in our mouths and then again when it comes out of our asses .	1	if
it < touches > people 's lives in a very personal way	It is < triggered > by the debt problem touches	0	because
everyone had < forgotten > about them	of which I < learned > the existence with some surprise forgotten	0	because
I < wonder > if you will call that graduate a thug and worthless to society then when he is saving your life	you people who brand us thugs never ever < need > a serious operation wonder	0	because
the company < hired > more blacks or asians	Maybe hired all the victims would n't have < been > white .	1	if
it ever < came > to pass	came , the party that won the ticket 's state would likely < suggest > to the electors that their votes for the President go to the presidential nominee and that the votes for the Vice President be given in honor of a party official .	1	if
especially they < lose > their job	and no one can < afford > health insurance on their own , lose	1	if
more residents can < cheer > for the blue sky of Beijing from their heart	it also < reduces > the pressure of air pollution cheer	0	so-that
it < continued > to distribute in Medellin	they would < blow > up the Bogota newspaper 's offices continued	1	if
the man and woman do n't < share > their lives , only their beds	Most relationships < fail > share .	0	because
you < make > the extra effort to go out and vote	I mean make - it should n't < be > much more a burden to get an ID .	1	if
alcohol tax < increases > your so hapy to be here at the game instead of your crowded house	and beer < costs > more increases	0	because
we < had > a single payer system that was paid for by tax dollars	COBRA would n't be < needed > had .	1	if
one of our careers < needed > to go on the back burner	when we < had > kids needed	0	because
such < is > possible	which would < render > such a rape not in need of immediate intervention is	1	if
no one < is > there to do it from the outside	so it does n't < come > loose is	1	if
his calculations < are > correct	But are , climate change in the 21 century could < reach > the upper extremes or exceed the IPCC estimates .	1	if
Newt < said > he never lobbied	and that would < be > fair said	0	since
the Government < refuses > to pay for it anymore	refuses , no cost < share > nothing , I either have to not take it or pay for it out of pocket	0	because
there < 's > no gov 't mandate involved	but 's , Wry would n't < support > it	1	if
a legitimate group of survivors families < asks > for respect	asks , then a religion of peace should < honor > that .	1	if
I < was > never open with her	it did n't really < work > ; was	0	because
I < lived > in country , seperated for nearly 30 years by a wall and lots of fences	However , lived , I sincerely < believe > , the roadmap will work - unfortunately only after years and killed citizens on all sites .	0	since
an incumbent is < polling > behind the challenger	polling then it < 's > a strong challenge .	1	if
there < was > n't an ever increasing need for oil	was , we would n't be < drilling > there .	1	if
we < win >	win I will < invite > you all to the wedding .	1	if
NI < left >	Nah , it 'll < be > the Kingdom of Great Britain left .	1	if
he < 's > not a contender	I do n't < need > to now 's	0	because
the rebels had < been > the Taliban	If this was not the case , the United States would be < intervening > exactly how they are today in Libya , been .	1	even-if
an Olympic Games were < held > taking the damage done to mankind by industrial pollution as theme	held , I < think > our dear motherland should be able to win a gold medal and a champion of winning the grand total in gold medals .	1	if
i 'd < like > to use this example to revisit the discussion	she had n't < left > the forum like	0	because
as the debate over the drug 's dangers < continues >	And , continues , figures released by the National Treatment Agency for Substance Abuse < show > that more than 24,500 people are in drug treatment programmes for cannabis – the highest ever .	3	as
I never < sent > a form in	I < had > no insurance sent	0	because
the EO counterparts also < held > Orthodox faith in their last four councils	We as OO 's used to think we were the Catholic Church , but today , the fourth and fifth councils held at Ephesus are not < considered > ecumenical , held .	0	since
I < 'm > confident	but 'm I can < return > it	0	because
as I was only < born > near the end	on whether I 'd 've < voted > for them during the Troubles born	3	as
it < pans > out	This will < be > remarkable pans .	1	if
they < are > at little risk of re - offending	So - are - what < do > we < do > ?	1	if
this < made > it into the law books or if it was thrown out , so if anyone has any information id like to hear about it	so i do nt < know > made	1	if
Ithink he < did > it purely for politidcal gain and not because it was the right thing to do	Lol , I < agree > with Christie on this one , did .	2	though
you < want > to be with him	want , you < have > to mean it too and be prepared to walk away if he is n't commited to leaving his marriage in the near future .	1	if
he < says > the notes just fly by in his mind	how he would < handle > key signatures says	0	since
you < are > good at one thing	are , it 's definitely < looking > like a dumbass .	1	if
business < is > so slow that it s eating into my savings in a major way	is I < work > my help first .	1	unless
she < 's > a good friend	's , she 'll < take > it outside .	1	if
JK < said > the mirror has a role	And said why did n't they < mention > it .	1	if
they did n't < like > the subject matter of the show	If they pulled it like , that < 's > kind of wrong .	0	because
algerians < have > a higher crime rate on average in their country , or all the christian democrats getting murdered in a 1930 s German city because 2 resisted the SS or SA	they < see > for theft have	0	because
exhaust fans < ventilated > the area	that < hung > over parts of the factory , ventilated	2	even-though
it < hit > you in the face	You would n't < have > an original thought hit .	1	if
they do n't < want > to come down	and want you just < walk > away	1	if
they do n't < have > it on the premises	have , they can < send > it to a regional one that does .....	1	if
the Greens < make > a good show for the next election	make , like this time , I will probably < give > them my vote again .	1	if
my ex < ripped > my heart out the day I gave birth to our beautiful little girl	and I < know > this ripped .	0	because
you really < try > very hard to avoid saying anything substantial	you < excused > it , try .	0	because
they < know > that it s very unlikely - especially in their present form - that they will n't exist in another 5 years	Yes , Tesco will obviously < have > a great incentive to invest in the company know .	0	because
HR departments are < running > scared	but good people got < fired > for petty BS running	0	because
you do nt < have > an open window	you can get < messed > up off the paints have	1	if
they < live > in on base housing	live , thier rent is < covered > .	1	if
in effect , it < is > somewhat arbitrary , dependant on the whims of changing times	I < see > equality as a goal to strive for , is .	2	although
it is < rejected >	rejected you just can n't < out > and < out > blame the government for ineptitude when you do n't know the underlying circumstances .	1	if
they < stop > al Qaeda	but stop and these other groups are n't going to say well that < was > very nice of America	1	if
I 've < linked > a government website showing japan offered a conditional surrender but you continue to ignore it	you < ignore > facts you do n't like linked	0	because
as the United States and its allies < sought > U.N. backing for war on Iraq	The ambassador had vehemently < defended > his country for months sought .	3	as
as I < know >	I wo nt < offer > you any advice know that when the time comes I will suffer in exactly the same way as you are now .	3	as
as China < grows > increasingly confident	and grows , this writer < believes > that America will terminate its friendly economic relations with China soon or later	3	as
you < want > to wear a costume that others find offensive	Of course want it < is > free speech .	1	if
it < meant >	meant that , it would have < been > funny .	1	if
it was still < associated > with general civil unrest	"And surely it 's just "" < looting > "" associated ."	0	because
there < 's > a visible difference between the DVD and the copy	's then it 's being < compressed > .	1	if
as Nicaragua < is > under special international scrutiny in anticipation of its planned February elections	Not only did Mr. Ortega 's comments come in the midst of what was intended as a showcase for the region , it < came > is .	3	as
while Murray < was > out of the room	that Jackson < gave > himself an extra dose of propofol was	3	while
it was < taken >	and , taken , who < took > it	1	if
they < lost > one kid	how lost , how could they < leave > the other two behind all the time	1	if
he < looked > around 25 - 27	I did n't < think > much looked .	0	because
it gets < moderated >	I 'll < understand > moderated	1	if
AS RESIDENTS < TRY > TO FLEE STORM CELL	TRY , TORNADO TRACKERS < PURSUE > IT	3	as
medical supplies do n't < arrive > soon	malaria could < kill > more arrive	1	if
responsible people had < done > their jobs	done , the GA would not have been < put > in a position he had no training for .	1	if
he < had > a disfiguring pigment problem and a third leg	had , if he were the slightest bit liberal -- he 'd < have > statues and streets named after him already .	1	even-if
it was < governed > by something called the Communist Party	It never < pretended > to be communist , governed .	2	even-though
it < lives >	After all lives it < eats > .	1	if
America was , < experiencing > a resurgance of isolation after the end of the Cold War	It did n't < get > much traction then , at the time experiencing .	0	because
while his hawkish allies could < assume > he was just making a tactical move to end U.S. pressure	that he was < committed > to the plan , assume	3	while
he did not < specify > the number of cases or whether they had been confirmed by foreign doctors	because some of those in the area had < contracted > the life - threatening mosquito - borne disease , specify	2	although
you < ask >	who can < give > you counselling ask	1	if
As property owners and government entities < continue > to deal with Rita 's damage	< continue > , meteorologists < continue > to analyze its force and the weather phenomena surrounding it .	3	as
as new threats < emerged >	The trials < were > frequently under considerable pressures of time emerged .	3	as
As family members < lost > their jobs and homes	< lost > , many also < lost > their health insurance .	3	as
they < get > piss so what	If the crazy preac hers < burns > a few Muslim books get	1	if
the upper beams are correctly < placed >	placed , the lower beams will not < go > awry .	1	if
that the solution had < been > as simple as using elementary firewalls that Estonia would have done it	Aarelaid < stated > to the AFP by phone on 21 May 2007 been .	1	if
once their precious soldiers get < killed >	who only < raise > their voices killed	3	once
I < agree > with you , because our priorities should be focused on those which are the most detrimental	all religion < plays > a negative role , agree	2	even-though
they < get > it	the GOP would < be > any different get	1	if
you < are > indeed Black , thus perpetuating not only self - hatred , but hatred of whites	that you < judge > yourself as inferior , are	1	if
as the war < continued >	All religious and cultural activities were < terminated > continued .	3	as
Saddam Hussein is < ousted >	Turkey , which fears northern Iraqi Kurds may declare independence in the aftermath of a war , has been < pressing > for a say ousted .	1	if
while on the street out front , boys < displayed > the ANC colors on their shirts , caps and scarves	A huge ANC flag , with black , green and gold stripes , was < hoisted > over the rickety gate at Mr. Sisulu 's modest house , displayed .	3	while
they can n't < afford > treatment	they can n't < work > afford , and they can n't afford treatment because they do n't < work >	0	because
that < 's > a huge lie	"'s , we 've been < hit > over 5,000 times because of the baby "" W , "" that is if you consider US troops wasted in Iraq as American ."	2	although
these < include > episodes so significant that they will determine how he is seen by history	The prime minister < steered > clear of the things that have gone wrong with his government , include .	2	though
she < wanted >	Michelle < have > the hallways painted neon orange wanted ?	1	if
As thousands < fled > the area	fled a smaller but steady stream of rescue workers < made > their way to Texas .	3	as
that must < go > through congress	A competing currency will be < introduced > , go so there is little hope presently .	2	although
the U.S. military < relies > on satellites for reconnaissance , navigation , weapons guidance systems and anti - missile defenses	China 's ability to shoot down satellites could < pose > an added threat in the event of hostilities over Taiwan relies .	0	because
it < fails > to address the impetus of the demand : competition for natural resources and a lack of government security forces	Forced disarmament process has never < been > successful fails .	0	because
just as they were < slipping > from the agendas of their most ardent supporters	But Mr. Ortega 's threat over the weekend to end a 19 - month cease - fire with the rebels seeking to topple him , effectively < elevated > the Contras as a policy priority slipping .	3	just-as
you can < do > it	I will < give > £ 10 to a charity of your choice do .	1	if
there < was > ever an attack	"was , the Right - wing nut cases would be < SCREAMING > , "" IF ONLY they would n't have taken the Patriot act away ! ! ! !"	1	if
while he < skinny > dips	and Congress < holds > his trousers skinny	3	while
we < 're > in an LDR	It < makes > it harder 're	0	because
Now , I 'm < missing > something here ,	missing I < 'm >	1	unless
my thinking < was > sharper	All you 've done is < copied > what I 've said was , and it does n't even make sense the way you 've used it .	0	because
I < wish > I did	I really < have > no further advice to help you , wish .	2	though
we < exported > Christianity there	such as Uganda < exist > exported	0	because
the purchasing power < varies > wildly from State to State	"a "" National "" minimum wage < makes > any sense , varies"	0	since
they < attacked > Iran unilaterally	attacked , it would probably < be > a large mission aimed at taking out Iran 's nuclear infrastructure .	1	if
while he < swam >	It was < sitting > on his head and wobbling swam .	3	while
as Pervez Musharraf < banned > 5 Islamic groups	The severe actions against militants and radicals < came > banned .	3	as
As the devastation caused by China 's earthquake < grows >	grows , citizens have < begun > to question whether poor quality and illegal construction are responsible for some or even much of a death toll that reached 28,000 on Saturday and looks certain to climb .	3	as
they < have > the Canadian Health Card	One can n't < get > treatment in Canada have .	1	unless
the UN really < wants > to make a difference	wants , they could < threaten > to pass a resolution ! ! ! ! !	1	if
they < wanted > too	Australia probably could < do > it wanted	1	if
the sun < shines >	shines , we 'll < go > to the beach ; otherwise we will stay at home .	1	if
I < identify > far more as English than I do as British	I < was > actually really angry at that though identify .	0	because
the United States and Russia have < abstained > from such tests after testing anti - satellite technology in the 1980 s	U.S. officials were < dismayed > by the Chinese test abstained .	0	because
i 've < had > it pierced with a straight stud	it will n't < go > in easily had	0	because
our society < had > a different view of celebrities , drugs and drug users	how many lives could be < saved > had	1	if
he < were > to leave his lesbian wife for a man	So were he might < lose > his children .	1	if
as Voters < Start > Remembering Who He Is	Gingrich < Plummets > in Polls Start	3	as
it < hit > the Gulf Coast	that , while serious , had < lost > some of its fury hit	3	by-the-time
once an error is < found >	because found , then he could not < be > the true god	3	once
you < go > the legal route	go , that pretty much < ends > the friendship no matter what happens .	1	if
the aircraft did not < have > night - flying capabilities	but the flights < ceased > after nightfall have	0	because
it < happened > completely	- an event which , happened , would < raise > sea levels around the world by 16 ft	1	if
he < does > this to come back with	Another part of me is < thinking > does	1	if
the property is < downvalued >	so you 'd < lose > nothing downvalued	1	if
you < want > to pretend that Romney is perfect , your call	want , okay , I < see > it with partisans on both sides all the time .	1	if
the item < is > no longer available	I 've also < had > bids erased at the last second is , and post auction apologies that when they came to pack it they could n't find it	0	because
while O’Keefe and a friend were < taking > her to the train station	and that she < passed > out taking	3	while
as police < broke > up a gang trafficking the psychoactive pharmaceutical bromazepam from Laos to Vietnam	Anti - drug police on 1 July 2003 also < arrested > a Lao National named khamkhuong unmano broke .	3	as
while he < refused > to give a timetable for his departure	"Mr Blair < seemed > "" oblivious "" to the damage being done to the Government refused"	3	while
as residents < recounted > the trauma of facing the infernos	officials < said > Friday , recounted .	3	as
As he < struggled >	struggled , the water < went > over his 8 - year - old son 's head .	3	as
it < was > worth nuking two civilian populations to try and force an unconditional surrender	was then why did we < give > up ?	1	if
she < is > so much older than everyone else in just about every situation she < is > in , even if no one else actually knows her age	she < feels > like an oddity , or a curiosity , is .	0	because
that < were > the case	were , I 'd also < be > willing to bet that Billy would < be > the one using my argument : roll :	1	if
those · theories are also < supported > by the facts	However , support for any one theory does not · automatically < lead > to a rejection of a second or even a third supported .	1	if
the Indian - manufactured helicopter would not < be > operational without the components from the European Union members	that be there < is > an urgent need for stricter arms controls	0	since
whenever I < remember > this	I still < hyperventilate > remember .	3	whenever
the issue directly < concerns > the Korean people 's survival	South Korea must < take > initiative in coping with the crisis concerns .	0	because
one < thinks > we should have just let Japan keep everything from before the war and not disarm	The atomic bombs < were > necessary thinks .	1	unless
as I did n't < know > whether there were better services elsewhere	and I would never < offer > my services to my friends and family know .	3	as
Ma Ying - jeou does not < want > to oversleep after going back to bed in the morning	want , he must truly < face > what the people of both sides of the Strait have been hoping for for a century !	1	if
the jurors have already < made > up their minds	Yet this standard does n't < mean > much made .	1	if
after the council one side will < say > that it did have the right faith and the other will < say > that it did n't	then there < is > no point in having an ecumenical council say	0	because
he < is > way more than able	if the < got > the nomination is	2	even-though
it < 's > beyond practically any doubt they raped someone	for them to < spend > their whole lives in prison 's	1	if
they did n't < go > off	go they would have simply < looked > like conventional duds .	1	if
they are somehow < erroding > our culture	migrants should n't be < allowed > in erroding	0	because
"anyone < IS > interested in doing more than "" protesting"	"BTW IS , "" Boulder County will < pay > for your $ 4000 , 3 week , truck driving class ."	1	if
As our involvement in the EU < deepens >	deepens , it < is > only right and proper that we equip our children with the language skills of the central European powers - French , German and Spanish .	3	as
warmer water < expands >	when the oceans < get > warm expands	0	because
as U.S. officials were < acknowledging > that the Contras have at times violated it themselves	Mr. Ortega 's threat to breach the cease - fire < comes > acknowledging .	3	as
we ' re < discussing > God	"if I < call > you "" satt "" for short discussing"	0	since
it < falls >	falls , it will be < brought > down from within the party itself	1	if
a couple is Civilly < Married > for a prescribed number of years and one or both have been working adults and paid into Social Security , then upon retirement age	Under the law , Married if one of the spouses had died then the surviving spouse can < draw > Social Security based on the deceased spouses contribution if it is higher than their own in recognition of the family support entailed in Civil Marriage .	1	if
it was < made > perfectly fine by any company that wanted to before then	A pharmaceutical company that campaigned and managed to get a licence to be the exclusive maker of a drug that helped prevent premature birth , made , immediately < upped > the price straight after getting it .	2	even-though
they would n't have < taken > the Patriot act away	"If there was ever an attack , the Right - wing nut cases would be < SCREAMING > , "" taken ! ! ! !"	1	only-if
neither major party < wants > to nominate somebody with my values	I will < vote > third party , if at all , wants .	0	since
you < said > that to him	a guy i work with would < go > ballistic said ....	1	if
space experts on the ground have < put > out all efforts for this	that the third docking will be < completed > successfully put	0	because
you < get > a chance	get , you should < listen > to Dennis Praeger .	1	if
it < seems > so	The claim is no longer < made > seems ...	0	because
Australia < takes > part in an international operation to prevent ships from trafficking weapons of mass destruction	Australia 's government < dismissed > a threat by North Korea 's self - appointed spokesman of a North Korean nuclear attack on Australia takes .	1	if
you < hang > them with a new rope	Sheesh , some will < bitch > hang .	1	if
he did < run >	Of course , run , the Right - tards here would < fawn > all over him , swearing that this Bush is a conservative .	1	if
"our sense of security < increases > with each passing day in line with "" significant advances achieved "" in seismology"	Furthermore , increases , we can not < look > to anyone to give us any promises .	2	although
these traitors of China < existed > around 50 , 60 years ago	existed , they would already have been < executed > by firing squad .	1	if
you < work > hard and do right	But work , you will < have > a much better chance of being prosperous than you will by sticking your hand out to uncle Sam .	1	if
otherwise nothing would ever get < diagnosed >	but if they happen in a lot of cases it < 's > worth noting , diagnosed	0	since
we do n't < know > the history of our faith	know , we < are > liable to believe anything someone tells about it as history .	1	if
it < makes > more sense logisitically and financially to have one say electricity provider instead of 20 in a given area	they < have > government regulated monopolies makes .	0	because
you < tell > people	tell they can < help > you ,	1	if
a state < is > not willing to do so	is , then you < create > problems amongst the states .	1	if
an obese person < has > a prolapse	has do they get < treated > for that or not ?	1	if
they will < have > equal rights in both countries	It would n't really < matter > if someone is a Scottish citizen or a UK citizen , have .	0	because
TSR < found > out	well found your mother < was > seriously ill	1	if
he < hates > fags , and demonstrates that hatred by killing US soldiers who defend fags , is extremely hateful , and demonstratively offensive , but I doubt it meets the legal definition of slander	that God < killed > Mathew Snyder hates	0	because
I < have > a theory that such events are few and far between	how many times a CT has < trued > out to be true have	0	because
we < want > them	Pips , we < have > smilies want .	1	if
they < are > actually regular church goers	are , I < think > that requires a different argument	1	unless
exhaust fans < ventilated > the area	that < hung > over parts of the factory , ventilated	2	even-though
the rain < stops >	The game will be < canceled > stops .	1	unless
He always < leads > me out of trouble	I < listen > to Jesus leads	0	because
